ORDER	ORTHOGRAPHY	IPA	FREQUENCY
62986	microcrystalline	mˌa‍ɪkɹə‍ʊkɹˈɪstɐlˌa‍ɪn	2
62987	microcephaly	mˈa‍ɪkɹə‍ʊsˌɛfəli	2
62988	microbus	mˈa‍ɪkɹə‍ʊbəs	2
62989	mezzotints	mˈɛzətˌɪnts	2
62990	mettlesome	mˈɛtə‍lsˌʌm	2
62991	metes	mˈiːts	2
62992	meterage	mˈiːtəɹɪd‍ʒ	2
62993	meteorologically	mˌiːtɪˌɔːɹəlˈɒd‍ʒɪkli	2
62994	metaphysic	mˌɛtəfˈɪzɪk	2
62995	metallically	mətˈælɪkli	2
62996	metacarpus	mˌɛtəkˈɑːpəs	2
62997	metabolically	mˌɛtəbˈɒlɪkli	2
62998	mestizos	mɛstˈɪzə‍ʊz	2
62999	messiahs	mɛsˈa‍ɪ‍əz	2
63000	meson	mˈiːzɒn	2
63001	mesas	mˈe‍ɪsəz	2
63002	meritocrat	mˈɛɹɪtˌɒkɹæt	2
63003	meritless	mˈɛɹɪtləs	2
63004	meristem	mˈɛɹɪstəm	2
63005	merinos	mɛɹˈiːnə‍ʊz	2
63006	merchandised	mˈɜːt‍ʃɐndˌa‍ɪzd	2
63007	meowed	mɪˈa‍ʊd	2
63008	menials	mˈiːnɪəlz	2
63009	menhir	mˈɛnhi‍ə	2
63010	menacer	mˈɛne‍ɪsɐ	2
63011	memsahibs	mˈɛmsɐhˌɪbz	2
63012	melter	mˈɛltɐ	2
63013	melodramatics	mˌɛlədɹɐmˈætɪks	2
63014	melodiously	mɛlˈə‍ʊdɪəsli	2
63015	megavolt	mˈɛɡəvˌə‍ʊlt	2
63016	megafauna	mˈɛɡəfˌɔːnɐ	2
63017	meetly	mˈiːtli	2
63018	meekest	mˈiːkəst	2
63019	medius	mˈiːdɪəs	2
63020	meditatively	mˈɛdɪtˌe‍ɪtɪvli	2
63021	medicos	mˈɛdɪkˌə‍ʊz	2
63022	medicates	mˈɛdɪkˌe‍ɪts	2
63023	mediates	mˈiːdɪˌe‍ɪts	2
63024	mediant	mˈiːdiːənt	2
63025	medians	mˈiːdiːənz	2
63026	medially	mˈiːdiːəlˌi	2
63027	meatless	mˈiːtləs	2
63028	mayorship	mˈe‍əʃɪp	2
63029	maxwells	mˈækswɛlz	2
63030	maven	mˈævən	2
63031	maturest	mət‍ʃˈɔːɹəst	2
63032	matriculate	mætɹˈɪkjʊlˌe‍ɪt	2
63033	matricide	mˈætɹɪsˌa‍ɪd	2
63034	matelote	mˈe‍ɪtlə‍ʊt	2
63035	masticates	mˈɑːstɪkˌe‍ɪts	2
63036	masticate	mˈɑːstɪkˌe‍ɪt	2
63037	mastheads	mˈɑːsthɛdz	2
63038	masterstrokes	mˈɑːstəstɹˌə‍ʊks	2
63039	masterfulness	mˈɑːstəfə‍lnəs	2
63040	masochistically	mˌæsəkˈɪstɪkli	2
63041	martlet	mˈɑːtlət	2
63042	martingale	mˈɑːtɪŋɡˌe‍ɪl	2
63043	marsupia	mɑːsˈuːpi‍ə	2
63044	marshaller	mˈɑːʃɔːlɐ	2
63045	marquises	mɑːrkˈiːɪz	2
63046	markswoman	mˈɑːkswʊmən	2
63047	markdowns	mˈɑːkda‍ʊnz	2
63048	marination	mˌæɹɪnˈe‍ɪʃən	2
63049	marguerites	mˌɑːɡəɹˈiːts	2
63050	marginality	mˌɑːd‍ʒɪnˈælɪti	2
63051	marginalia	mˌɑːd‍ʒɪnˈe‍ɪli‍ə	2
63052	marauded	məɹˈɔːdɪd	2
63053	marasca	mˈæɹæskɐ	2
63054	manufactories	mˌænjuːfˈæktəɹˌiz	2
63055	manubrium	mænjˈuːbɹi‍əm	2
63056	mantraps	mˈɑːntɹæps	2
63057	mantlepieces	mˈɑːntə‍lpˌiːsɪz	2
63058	mantled	mˈɑːntə‍ld	2
63059	mantelshelf	mˈɑːntɪlʃˌɛlf	2
63060	manses	mˈænsɪz	2
63061	manometric	mˌænə‍ʊmˈɛtɹɪk	2
63062	mannerist	mˈænəɹˌɪst	2
63063	manipulable	mənˈɪpjʊləbə‍l	2
63064	manicotti	mˌænɪkˈɒti	2
63065	maneuver	mənˈuːvɐ	2
63066	mandrakes	mˈændɹe‍ɪks	2
63067	mandarinate	mændˈɑːɹɪnˌe‍ɪt	2
63068	managerially	mˌænɐd‍ʒˈi‍əɹɪə‍li	2
63069	manageresses	mˌænɪd‍ʒəɹˈɛsɪz	2
63070	manageability	mˌænɪd‍ʒəbˈɪlɪti	2
63071	mallee	mˈæliː	2
63072	malignity	məlˈɪɡnɪti	2
63073	maligning	məlˈa‍ɪnɪŋ	2
63074	malevolently	məlˈɛvələntli	2
63075	malefactor	mˈe‍ɪlfæktɐ	2
63076	malapropisms	mˈæle‍ɪpɹˌɒpɪzəmz	2
63077	malamutes	mˈælɐmjˌuːts	2
63078	malacology	mˌælɐkˈɒləd‍ʒi	2
63079	mainsheet	mˈe‍ɪnʃiːt	2
63080	mailmen	mˈe‍ɪlmɛn	2
63081	magnifications	mˌæɡnɪfɪkˈe‍ɪʃənz	2
63082	magnific	mæɡnˈɪfɪk	2
63083	magics	mˈæd‍ʒɪks	2
63084	maestoso	ma‍ɪstˈə‍ʊsə‍ʊ	2
63085	macroscopic	mˌækɹəskˈɒpɪk	2
63086	macks	mˈæks	2
63087	macintoshes	mˈækɪntˌɒʃɪz	2
63088	macerates	mˈæsəɹˌe‍ɪts	2
63089	lyses	lˈa‍ɪzɪz	2
63090	lyres	lˈa‍ɪ‍əz	2
63091	lymphomas	lɪmfˈə‍ʊməz	2
63092	luxuriated	lʌɡʒjˈʊɹɪˌe‍ɪtɪd	2
63093	lustrum	lˈʌstɹəm	2
63094	lustfully	lˈʌstfəli	2
63095	lushly	lˈʌʃli	2
63096	lushes	lˈʌʃɪz	2
63097	lupulin	lˈuːpjʊlˌɪn	2
63098	lunate	lˈuːne‍ɪt	2
63099	lunacies	lˈuːnəsɪz	2
63100	lumpiness	lˈʌmpɪnəs	2
63101	lumpier	lˈʌmpɪɐ	2
63102	ludic	lˈuːdɪk	2
63103	luciferase	lˈuːsɪfəɹˌe‍ɪz	2
63104	lubricious	luːbɹˈɪʃəs	2
63105	lubing	lˈuːbɪŋ	2
63106	lowborn	lˈə‍ʊbɔːn	2
63107	loveably	lˈʌvəbli	2
63108	lovably	lˈʌvəbli	2
63109	lousing	lˈa‍ʊsɪŋ	2
63110	lours	lˈɜːz	2
63111	loudmouths	lˈa‍ʊdma‍ʊθs	2
63112	lordosis	lɔːdˈə‍ʊsɪs	2
63113	loran	lˈɔːɹən	2
63114	loppy	lˈɒpi	2
63115	looniness	lˈuːnɪnəs	2
63116	looniest	lˈuːnɪəst	2
63117	loonier	lˈuːnɪɐ	2
63118	longitudinally	lˈɒnd‍ʒɪtjˌuːdɪnə‍li	2
63119	longitudes	lˈɒnd‍ʒɪtjˌuːdz	2
63120	longhaired	ləŋhˈe‍əd	2
63121	lollypops	lˈɒlɪpˌɒps	2
63122	lollops	lˈɒləps	2
63123	logy	lˈə‍ʊɡi	2
63124	logographic	lˌɒɡəɡɹˈæfɪk	2
63125	logistician	lˌɒd‍ʒɪstˈɪʃən	2
63126	lobotomise	ləbˈɒtəmˌa‍ɪz	2
63127	loathsomeness	lˈə‍ʊθsʌmnəs	2
63128	loaners	lˈə‍ʊnəz	2
63129	livest	lˈa‍ɪvst	2
63130	littleness	lˈɪtə‍lnəs	2
63131	litas	lˈiːtəz	2
63132	lissome	lˈɪzsʌm	2
63133	liquidness	lˈɪkwɪdnəs	2
63134	liquidisers	lˈɪkwɪdˌa‍ɪzəz	2
63135	liquefying	lˈɪkwɪfˌa‍ɪɪŋ	2
63136	liquefiable	lˈɪkwɪfˌa‍ɪəbə‍l	2
63137	lionises	lˈa‍ɪ‍əna‍ɪzɪz	2
63138	linker	lˈɪŋkɐ	2
63139	linearly	lˈɪni‍əli	2
63140	lineal	lˈɪni‍əl	2
63141	limonite	lˈɪmənˌa‍ɪt	2
63142	limewater	lˈa‍ɪmwɔːtɐ	2
63143	limbos	lˈɪmbə‍ʊz	2
63144	likeliness	lˈa‍ɪklinəs	2
63145	likelihoods	lˈa‍ɪklihˌʊdz	2
63146	lighterman	lˈa‍ɪtəmən	2
63147	ligated	lˈiːɡe‍ɪtɪd	2
63148	lifelessness	lˈa‍ɪfləsnəs	2
63149	lidless	lˈɪdləs	2
63150	libelous	lˈa‍ɪbələs	2
63151	libelling	lˈa‍ɪbəlɪŋ	2
63152	levitates	lˈɛvɪtˌe‍ɪts	2
63153	leucotomies	luːkˈɒtəmɪz	2
63154	leucocytes	lˈuːkəsˌa‍ɪts	2
63155	lethality	lɛθˈælɪti	2
63156	letdowns	lˈɛtda‍ʊnz	2
63157	lessee	lˈɛsiː	2
63158	leporine	lˈɛpɔːɹˌiːn	2
63159	lepidopteran	lˈɛpɪdˌɒptəɹən	2
63160	lenticularis	lɛntˈɪkjʊlˌɑːɹɪs	2
63161	lemniscate	lˈɛmnɪskˌe‍ɪt	2
63162	legitimisation	ləd‍ʒˌɪtɪma‍ɪzˈe‍ɪʃən	2
63163	legalistically	lˌiːɡəlˈɪstɪkli	2
63164	legalism	lˈiːɡəlˌɪzəm	2
63165	leftwards	lˈɛftwədz	2
63166	leftism	lˈɛftɪzəm	2
63167	leavens	lˈɛvənz	2
63168	leakiness	lˈiːkɪnəs	2
63169	laxly	lˈæksli	2
63170	laxer	lˈæksɐ	2
63171	lavaliere	lˌævɐliˈe‍ə	2
63172	laundryman	lˈɔːndɹɪmən	2
63173	laundresses	lˈɔːndɹɛsɪz	2
63174	lattices	lˈætɪsɪz	2
63175	latke	lˈætk	2
63176	lathing	lˈe‍ɪðɪŋ	2
63177	laterite	lˈætəɹˌa‍ɪt	2
63178	lasciviously	lɐsˈɪvɪəsli	2
63179	lasagnas	ləzˈænjəz	2
63180	larked	lˈɑːkt	2
63181	largess	lˈɑːd‍ʒɛs	2
63182	larcenist	lˈɑːsənˌɪst	2
63183	lapins	lˈæpɪnz	2
63184	lapdogs	lˈæpdɒɡz	2
63185	languorously	lˈæŋɡjuːəɹəsli	2
63186	langlauf	lˈæŋɡlɔːf	2
63187	landsmen	lˈændzmɛn	2
63188	lancets	lˈɑːnsɪts	2
63189	lambkin	lˈæmbkɪn	2
63190	lambasts	lˈæmbɑːsts	2
63191	laggard	lˈæɡəd	2
63192	ladyships	lˈe‍ɪdɪʃˌɪps	2
63193	laddishness	lˈædɪʃnəs	2
63194	lacings	lˈe‍ɪsɪŋz	2
63195	labyrinthian	lˌæbɪɹˈɪnθi‍ən	2
63196	laburnums	lˈæbɜːnəmz	2
63197	kookie	kˈuːki	2
63198	knower	nˈə‍ʊɐ	2
63199	knowable	nˈə‍ʊəbə‍l	2
63200	knout	nˈa‍ʊt	2
63201	knockwurst	nˈɒkwɜːst	2
63202	knickknack	nˈɪkknæk	2
63203	klutzes	klˈʌtsɪz	2
63204	kiwifruit	kˈɪwɪfɹˌuːt	2
63205	kiva	kˈiːvɐ	2
63206	kited	kˈa‍ɪtɪd	2
63207	kitbags	kˈɪtbæɡz	2
63208	kinkiness	kˈɪŋkinəs	2
63209	kinkier	kˈɪŋkiɐ	2
63210	kingcup	kˈɪŋkʌp	2
63211	kindless	kˈa‍ɪndləs	2
63212	kindergartener	kˈɪndəɡˌɑːtiːnɐ	2
63213	kinaesthetic	kˌɪniːsθˈɛtɪk	2
63214	kimberlite	kˈɪmbəlˌa‍ɪt	2
63215	kiloton	kˈɪlətən	2
63216	kilocalories	kˈɪləkˌæləɹˌiz	2
63217	kilobyte	kˈɪləbˌa‍ɪt	2
63218	kilobits	kˈɪləbˌɪts	2
63219	kilning	kˈɪlnɪŋ	2
63220	kikes	kˈa‍ɪks	2
63221	kielbasa	kiːlbˈɑːsɐ	2
63222	kidders	kˈɪdəz	2
63223	kickstand	kˈɪkstænd	2
63224	kickoffs	kˈɪkɒfs	2
63225	kettledrums	kˈɛtə‍ldɹəmz	2
63226	kerosine	kˈɛɹəsˌa‍ɪn	2
63227	kerfuffles	kˈɜːfʌfə‍lz	2
63228	keratosis	kˌɛɹɐtˈə‍ʊsɪs	2
63229	kepi	kˈɛpi	2
63230	keno	kˈiːnə‍ʊ	2
63231	katabatic	kˌætɐbˈætɪk	2
63232	kaon	kˈe‍ɪɒn	2
63233	kampong	kˈæmpɒŋ	2
63234	kamikazes	kˈæmɪkˌe‍ɪzɪz	2
63235	kalmia	kˈælmiɐ	2
63236	kaleidoscopically	kəlˌa‍ɪdəskˈɒpɪkli	2
63237	kail	kˈa‍ɪl	2
63238	kafir	kˈæfi‍ə	2
63239	kab	kˈæb	2
63240	jutty	d‍ʒˈʌti	2
63241	justness	d‍ʒˈʌstnəs	2
63242	justiciar	d‍ʒˈʌstɪʃər	2
63243	jurat	d‍ʒjˈʊɹæt	2
63244	juntas	d‍ʒˈʌntəz	2
63245	junctures	d‍ʒˈʌŋkt‍ʃəz	2
63246	jumpiness	d‍ʒˈʌmpɪnəs	2
63247	jumpier	d‍ʒˈʌmpɪɐ	2
63248	jumbling	d‍ʒˈʌmblɪŋ	2
63249	jovially	d‍ʒˈə‍ʊvɪəli	2
63250	journalese	d‍ʒˌɜːne‍ɪlˈiːz	2
63251	jolliness	d‍ʒˈɒlinəs	2
63252	jokiest	d‍ʒˈə‍ʊkɪəst	2
63253	jointure	d‍ʒˈɔ‍ɪnt‍ʃɐ	2
63254	joggled	d‍ʒˈɒɡə‍ld	2
63255	joannes	d‍ʒə‍ʊˈænz	2
63256	jitteriness	d‍ʒˈɪtəɹinəs	2
63257	jiggliest	d‍ʒˈɪɡliəst	2
63258	jibing	d‍ʒˈa‍ɪbɪŋ	2
63259	jerkily	d‍ʒˈɜːkili	2
63260	jemadar	d‍ʒˈɛmædɐ	2
63261	jellyfishes	d‍ʒˈɛlɪfɪʃɪz	2
63262	jazzier	d‍ʒˈæzɪɐ	2
63263	jawbones	d‍ʒˈɔːbə‍ʊnz	2
63264	japing	d‍ʒˈe‍ɪpɪŋ	2
63265	jampacked	d‍ʒˈæmpækt	2
63266	jailor	d‍ʒˈe‍ɪlɐ	2
63267	jaggedness	d‍ʒˈæɡɪdnəs	2
63268	jackknives	d‍ʒˈækna‍ɪvz	2
63269	jackknifing	d‍ʒˈækna‍ɪfɪŋ	2
63270	iterative	ˈɪtəɹətˌɪv	2
63271	itemising	ˈa‍ɪtəmˌa‍ɪzɪŋ	2
63272	itemises	ˈa‍ɪtəmˌa‍ɪzɪz	2
63273	isthmuses	ˈɪsθmjuːsɪz	2
63274	isotone	ˈa‍ɪsətˌə‍ʊn	2
63275	isopropanol	ˌa‍ɪsəpɹˈə‍ʊpɐnˌɒl	2
63276	isolationists	ˌa‍ɪsəlˈe‍ɪʃənˌɪsts	2
63277	ischium	ˈɪst‍ʃi‍əm	2
63278	irresistibility	ɪɹɪsˌɪstɪbˈɪlɪti	2
63279	irrepressibly	ɪɹɪpɹˈɛsəbli	2
63280	ironworker	ˈa‍ɪ‍ənwɜːkɐ	2
63281	ironclads	ˈa‍ɪ‍əŋklædz	2
63282	iritis	ɪɹˈa‍ɪtɪs	2
63283	ipecac	ˈa‍ɪpkæk	2
63284	invitees	ɪnvˈa‍ɪtiːz	2
63285	inverts	ɪnvˈɜːts	2
63286	inverting	ɪnvˈɜːtɪŋ	2
63287	inversions	ɪnvˈɜːʃənz	2
63288	inveigling	ɪnvˈe‍ɪɡlɪŋ	2
63289	invariant	ɪnvˈe‍əɹi‍ənt	2
63290	invaginations	ɪnvˌæd‍ʒɪnˈe‍ɪʃənz	2
63291	intussusception	ɪntˌʌsəskˈɛpʃən	2
63292	introversion	ˌɪntɹəvˈɜːʃən	2
63293	intriguers	ɪntɹˈiːɡəz	2
63294	intracardiac	ˌɪntɹəkˈɑːdɪˌæk	2
63295	intoxicates	ɪntˈɒksɪkˌe‍ɪts	2
63296	intoxicant	ɪntˈɒksɪkənt	2
63297	intones	ɪntˈə‍ʊnz	2
63298	interweaved	ˌɪntəwˈiːvd	2
63299	interstices	ɪntˈɜːstɪsɪz	2
63300	interrogatory	ɪntɪɹˈɒɡətəɹˌi	2
63301	interposition	ˌɪntəpəzˈɪʃən	2
63302	interpolate	ɪntˈɜːpəlˌe‍ɪt	2
63303	intermixing	ˌɪntəmˈɪksɪŋ	2
63304	intermittency	ˌɪntəmˈɪtənsi	2
63305	intermit	ˌɪntəmˈɪt	2
63306	interlocutors	ˌɪntəlˈə‍ʊkjuːtəz	2
63307	interleave	ˌɪntəlˈiːv	2
63308	interconnects	ˌɪntəkənˈɛkts	2
63309	interceding	ˌɪntəsˈiːdɪŋ	2
63310	intercedes	ˌɪntəsˈiːdz	2
63311	intendant	ɪntˈɛndənt	2
63312	intellectualised	ˈɪntəlˌɛkt‍ʃuːəlˌa‍ɪzd	2
63313	integrationist	ˌɪntɪɡɹˈe‍ɪʃənˌɪst	2
63314	integrals	ˈɪntɪɡɹə‍lz	2
63315	insurrectionist	ɪnsəɹˈɛkʃənˌɪst	2
63316	instrumenting	ˈɪnstɹəməntɪŋ	2
63317	instrumented	ˈɪnstɹəməntɪd	2
63318	insteps	ɪnstˈɛps	2
63319	instanced	ˈɪnstənst	2
63320	insouciantly	ɪnsˈa‍ʊʃi‍əntli	2
63321	insolently	ˈɪnsələntli	2
63322	insistently	ɪnsˈɪstəntli	2
63323	insecticidal	ˌɪnsˌɛktɪsˈa‍ɪdə‍l	2
63324	insatiably	ɪnsˈe‍ɪʃæbli	2
63325	inquisitorial	ˌɪnkwɪsɪtˈɔːɹɪəl	2
63326	inositol	ɪnˈɒsɪtˌɒl	2
63327	inkiness	ˈɪŋkinəs	2
63328	inkblots	ˈɪŋkblɒts	2
63329	injunctive	ɪnd‍ʒˈʌŋktɪv	2
63330	injudicious	ɪnd‍ʒuːdˈɪʃəs	2
63331	initiators	ɪnˈɪʃɪˌe‍ɪtəz	2
63332	initialling	ɪnˈɪʃə‍lˌɪŋ	2
63333	inhere	ɪnhˈi‍ə	2
63334	inhalations	ɪnhɐlˈe‍ɪʃənz	2
63335	inhalant	ɪnhˈælənt	2
63336	ingratiated	ɪnɡɹˈe‍ɪʃɪˌe‍ɪtɪd	2
63337	ingenuous	ɪnd‍ʒˈɛnjuːəs	2
63338	ingeniousness	ɪnd‍ʒˈiːnɪəsnəs	2
63339	infusers	ɪnfjˈuːsəz	2
63340	influentially	ˌɪnfluːˈɛnʃə‍lˌi	2
63341	inflorescence	ˌɪnfləɹˈɛsəns	2
63342	infinitesimals	ˈɪnfɪnətˌɛsɪmə‍lz	2
63343	infiltrations	ˌɪnfɪltɹˈe‍ɪʃənz	2
63344	infests	ɪnfˈɛsts	2
63345	infelicitous	ɪnfɛlˈɪsɪtəs	2
63346	infectiousness	ɪnfˈɛkʃəsnəs	2
63347	infatuations	ɪnfˌæt‍ʃuːˈe‍ɪʃənz	2
63348	infante	ɪnfˈɑːnt	2
63349	inextinguishable	ˌɪnɛkstˈɪŋɡwɪʃəbə‍l	2
63350	inexpertly	ˌɪnˈɛkspɜːtli	2
63351	inexactitude	ˌɪnɛɡzˈæktɪtjˌuːd	2
63352	inestimably	ɪnˈɛstɪməbli	2
63353	ineluctably	ɪnɪlˈʌktəbli	2
63354	inelastic	ɪnɪlˈɑːstɪk	2
63355	ineffectually	ɪnɪfˈɛkt‍ʃuːə‍li	2
63356	indomitability	ɪndˌɒmɪtəbˈɪlɪti	2
63357	individualists	ˌɪndɪvˈɪd‍ʒuːəlˌɪsts	2
63358	individualise	ˌɪndɪvˈɪd‍ʒuːəlˌa‍ɪz	2
63359	indiscrete	ˌɪndɪskɹˈiːt	2
63360	indirections	ɪnda‍ɪɹˈɛkʃənz	2
63361	indigenously	ɪndˈɪd‍ʒənəsli	2
63362	indemnified	ˌɪndˈɛmnɪfˌa‍ɪd	2
63363	indefensibly	ˌɪndɪfˈɛnsəbli	2
63364	indecisively	ˌɪndɪsˈa‍ɪsɪvli	2
63365	incuse	ɪnkjˈuːs	2
63366	inculcates	ˈɪnkəlkˌe‍ɪts	2
63367	incriminates	ɪnkɹˈɪmɪnˌe‍ɪts	2
63368	incredibility	ɪnkɹˌɛdɪbˈɪlɪti	2
63369	inconsequence	ɪnkˈɒnsɪkwəns	2
63370	incompletely	ɪnkəmplˈiːtli	2
63371	incommunicative	ɪnkəmjˈuːnɪkətˌɪv	2
63372	inclose	ɪnklˈə‍ʊz	2
63373	inciters	ɪnsˈa‍ɪtəz	2
63374	incitements	ɪnsˈa‍ɪtmənts	2
63375	inchworm	ˈɪnt‍ʃwɜːm	2
63376	incentivisation	ɪnsˌɛntɪva‍ɪzˈe‍ɪʃən	2
63377	incautiously	ɪnkˈɔːʃəsli	2
63378	incarnadine	ɪnkˈɑːnɐdˌiːn	2
63379	inaugurates	ɪnˈɔːɡjʊɹˌe‍ɪts	2
63380	imputing	ɪmpjˈuːtɪŋ	2
63381	imputed	ɪmpjˈuːtɪd	2
63382	impregnates	ˈɪmpɹˌɛɡne‍ɪts	2
63383	imprecations	ɪmpɹɪkˈe‍ɪʃənz	2
63384	impractically	ɪmpɹˈæktɪkli	2
63385	impoverishes	ɪmpˈɒvəɹɪʃɪz	2
63386	impoundment	ɪmpˈa‍ʊndmənt	2
63387	imposture	ɪmpˈɒstjɔː	2
63388	impost	ɪmpˈɒst	2
63389	impolitely	ɪmpəlˈa‍ɪtli	2
63390	implementer	ˈɪmplɪməntɐ	2
63391	implementations	ˌɪmplɪməntˈe‍ɪʃənz	2
63392	implantable	ɪmplˈæntəbə‍l	2
63393	impertinently	ɪmpˈɜːtɪnəntli	2
63394	impersonality	ɪmpˌɜːsənˈælɪti	2
63395	imperiousness	ɪmpˈi‍əɹɪəsnəs	2
63396	impenetrably	ɪmpˈɛnɪtɹəbli	2
63397	impedance	ɪmpˈiːdəns	2
63398	impearl	ɪmpˈɜːl	2
63399	impalas	ɪmpˈɑːləz	2
63400	impaction	ɪmpˈækʃən	2
63401	immunoglobulins	ɪmjˈuːnəɡlˌɒbjʊlˌɪnz	2
63402	immoveable	ɪmˈuːvəbə‍l	2
63403	immortalises	ɪmˈɔːtəlˌa‍ɪzɪz	2
63404	immolated	ɪmˈɒle‍ɪtɪd	2
63405	immobilises	ɪmˈə‍ʊbəlˌa‍ɪzɪz	2
63406	imbiber	ɪmbˈɪbɐ	2
63407	illuminance	ɪlˈuːmɪnəns	2
63408	illume	ɪlˈuːm	2
63409	illimitable	ɪlˈɪmɪtəbə‍l	2
63410	ileitis	ˈɪle‍ɪtˌiz	2
63411	ihram	ˈa‍ɪhɹæm	2
63412	iguanodons	ˈɪɡjuːˌænɒdənz	2
63413	ignoramuses	ˌɪɡnɔːɹˈe‍ɪməsɪz	2
63414	idiosyncrasy	ˈɪdɪˌɒsɪŋkɹəsi	2
63415	ideologist	ˌa‍ɪdɪˈɒləd‍ʒˌɪst	2
63416	ideogram	ˈɪdɪˌɒɡɹæm	2
63417	ideation	a‍ɪdˈi‍əʃən	2
63418	idealistically	a‍ɪdˈi‍əlˈɪstɪkli	2
63419	icterus	ˈa‍ɪktəɹəs	2
63420	ickiness	ˈa‍ɪkinəs	2
63421	ickier	ˈa‍ɪkiɐ	2
63422	iciness	ˈa‍ɪsɪnˌɛs	2
63423	icepicks	ˈa‍ɪspɪks	2
63424	icepack	ˈa‍ɪspæk	2
63425	icefalls	ˈa‍ɪsfɔːlz	2
63426	icefall	ˈa‍ɪsfɔːl	2
63427	ibexes	ˈa‍ɪbɛksɪz	2
63428	hysteresis	hˌɪstəɹˈiːsɪs	2
63429	hypocritically	hˌɪpəkɹˈɪtɪkli	2
63430	hypnotics	hɪpnˈɒtɪks	2
63431	hyperthyroidism	hˈa‍ɪpəðˌɪɹɔ‍ɪdˌɪzəm	2
63432	hypermetropia	hˌa‍ɪpəmɪtɹˈə‍ʊpi‍ə	2
63433	hyperlinks	hˈa‍ɪpəlˌɪŋks	2
63434	hyperfine	hˈa‍ɪpəfˌa‍ɪn	2
63435	hyperboloid	hˈa‍ɪpəbˌɒlɔ‍ɪd	2
63436	hymnody	hˈɪmnədi	2
63437	hymens	hˈa‍ɪmɛnz	2
63438	hygroscopic	hˌa‍ɪɡɹəskˈɒpɪk	2
63439	hydroxy	hˈa‍ɪdɹɒksi	2
63440	hydroplaning	hˈa‍ɪdɹəplˌe‍ɪnɪŋ	2
63441	hydrolysis	ha‍ɪdɹˈɒləsˌɪs	2
63442	hydrides	hˈa‍ɪdɹa‍ɪdz	2
63443	huzza	həzˈɑː	2
63444	hutments	hˈʌtmənts	2
63445	husker	hˈʌskɐ	2
63446	husked	hˈʌskt	2
63447	hunkiest	hˈʌŋkiəst	2
63448	hunching	hˈʌnt‍ʃɪŋ	2
63449	humorists	hjˈuːmɔːɹˌɪsts	2
63450	humidified	hjuːmˈɪdɪfˌa‍ɪd	2
63451	humeral	hjˈuːməɹə‍l	2
63452	humbuggery	hˈʌmbəɡəɹi	2
63453	howsoever	ha‍ʊsˌə‍ʊˈɛvɐ	2
63454	housewifely	hˈa‍ʊswa‍ɪfli	2
63455	housetops	hˈa‍ʊstɒps	2
63456	housecleaning	hˈa‍ʊskliːnɪŋ	2
63457	housebreakers	hˈa‍ʊsbɹe‍ɪkəz	2
63458	housebreak	hˈa‍ʊsbɹe‍ɪk	2
63459	hostessing	hˈə‍ʊstɛsɪŋ	2
63460	hospitalises	hˈɒspɪtəlˌa‍ɪzɪz	2
63461	hosier	hˈə‍ʊzɪɐ	2
63462	hosannas	həsˈænəz	2
63463	horticulturists	hˈɔːtɪkˌʌlt‍ʃəɹˌɪsts	2
63464	horsiness	hˈɔːsɪnəs	2
63465	horsetails	hˈɔːste‍ɪlz	2
63466	horseradishes	hˈɔːsɹɐdˌɪʃɪz	2
63467	horsehide	hˈɔːsha‍ɪd	2
63468	horniest	hˈɔːnɪəst	2
63469	honored	ˈɒnəd	2
63470	honester	ˈɒnɪstɐ	2
63471	homy	hˈə‍ʊmi	2
63472	homeys	hˈə‍ʊmɪz	2
63473	hometowns	hˈə‍ʊmta‍ʊnz	2
63474	homered	hˈə‍ʊməd	2
63475	homelier	hˈə‍ʊmliɐ	2
63476	holsters	hˈə‍ʊlstəz	2
63477	holstered	hˈə‍ʊlstəd	2
63478	holp	hˈɒlp	2
63479	holograph	hˈɒləɡɹˌæf	2
63480	hollowware	hˈɒlə‍ʊwˌe‍ə	2
63481	holloware	hˈɒlə‍ʊˌe‍ə	2
63482	hoicked	hˈɔ‍ɪkt	2
63483	hogans	hˈə‍ʊɡənz	2
63484	hobnobbed	hˈɒbnɒbd	2
63485	hoarfrost	hˈɔːfɹɒst	2
63486	hitchers	hˈɪt‍ʃəz	2
63487	historiography	hˌɪstɔːɹɪˈɒɡɹəfi	2
63488	historicity	hˌɪstɔːɹˈɪsɪti	2
63489	histoplasmosis	hˌɪstəplɐzmˈə‍ʊsɪs	2
63490	histones	hˈɪstə‍ʊnz	2
63491	hirundine	hˈɜːɹəndˌiːn	2
63492	hipping	hˈɪpɪŋ	2
63493	hiphop	hˈɪphɒp	2
63494	hins	hˈɪnz	2
63495	hilariousness	hɪlˈe‍əɹɪəsnəs	2
63496	highish	hˈa‍ɪɪʃ	2
63497	highflier	hˈa‍ɪfla‍ɪɐ	2
63498	highborn	hˈa‍ɪbɔːn	2
63499	highballs	hˈa‍ɪbɔːlz	2
63500	hieratic	ha‍ɪ‍əɹˈætɪk	2
63501	hierarchically	ha‍ɪ‍əɹˈɑːkɪkli	2
63502	hibernaculum	hˌa‍ɪbənˈækjʊləm	2
63503	heterosis	hˈɛtɹə‍ʊsˌiz	2
63504	hessians	hˈɛʃənz	2
63505	hesitance	hˈɛsɪtəns	2
63506	herpetology	hˌɜːpɪtˈɒləd‍ʒi	2
